age,religion,community,income,gender,segment,scheme,link
58,hindu,mbc,1410000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
37,hindu,mbc,787000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
49,hindu,bc,1953000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
52,others,bc,648000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
54,hindu,bc,926000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
31,christian,bc,1570000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
57,hindu,mbc,857000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
55,muslim,bc,718000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
40,christian,mbc,811000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
41,others,mbc,1253000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
28,muslim,bc,848000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
48,others,bc,1630000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
40,muslim,mbc,1900000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
47,hindu,mbc,1876000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
40,others,bc,1005000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
38,muslim,mbc,1637000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
34,christian,mbc,1861000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
29,others,bc,1150000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
39,muslim,bc,1865000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
30,christian,bc,1842000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
59,others,bc,1829000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
37,others,mbc,570000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
33,muslim,bc,934000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
28,hindu,mbc,1969000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
31,hindu,mbc,1568000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
35,hindu,bc,1607000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
31,christian,bc,1657000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
45,muslim,mbc,794000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
51,hindu,mbc,1598000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
54,christian,mbc,1000000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
48,hindu,bc,1205000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
39,hindu,bc,1104000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
44,others,mbc,1654000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
53,others,bc,1383000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
36,christian,bc,560000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
31,hindu,bc,624000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
35,others,bc,709000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
46,muslim,bc,1400000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,christian,mbc,1253000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
26,others,bc,1690000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
29,christian,bc,1816000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
28,muslim,bc,701000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
43,others,mbc,1535000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
43,muslim,bc,604000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
38,christian,mbc,1767000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
35,muslim,bc,1336000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
40,muslim,mbc,1339000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
29,hindu,bc,1896000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
25,christian,bc,1648000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
45,hindu,mbc,1380000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
45,hindu,bc,1340000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
48,others,bc,1909000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
59,others,bc,1430000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
33,muslim,bc,1360000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
41,christian,bc,1005000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
47,christian,mbc,1797000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
38,muslim,mbc,927000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
27,hindu,mbc,1728000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
31,muslim,bc,742000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
28,others,mbc,1835000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
56,hindu,bc,1379000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
49,hindu,mbc,1225000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
27,hindu,mbc,915000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
59,hindu,mbc,541000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
46,muslim,bc,844000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
53,christian,mbc,1653000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
58,muslim,bc,1248000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
39,others,mbc,1424000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
40,others,bc,648000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
27,hindu,mbc,697000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
51,others,bc,1039000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
32,hindu,bc,1128000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
36,others,bc,959000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
32,others,mbc,600000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
28,others,bc,1024000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
25,muslim,bc,662000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
32,muslim,bc,1403000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
38,hindu,bc,1009000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
49,others,mbc,1409000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
47,muslim,mbc,1731000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
60,hindu,mbc,819000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
37,muslim,mbc,1743000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
48,muslim,mbc,1001000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
50,christian,mbc,1454000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
34,others,mbc,1414000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
31,hindu,mbc,1769000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
51,christian,bc,813000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
51,hindu,bc,980000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
59,hindu,bc,1936000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
25,others,mbc,990000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
28,muslim,mbc,1389000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
48,muslim,mbc,872000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
38,hindu,bc,514000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
60,others,bc,1488000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
44,muslim,mbc,1344000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
35,christian,bc,729000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
30,christian,mbc,981000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
27,christian,bc,1990000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
31,hindu,mbc,1743000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
43,christian,mbc,1430000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
48,muslim,bc,811000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
34,christian,bc,1675000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
56,hindu,mbc,1177000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
54,hindu,mbc,712000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
30,hindu,mbc,1599000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
28,hindu,mbc,785000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
35,hindu,bc,745000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
46,christian,bc,1073000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
55,others,mbc,1523000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
28,hindu,mbc,1804000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
49,muslim,bc,1962000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,others,bc,1404000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
56,christian,mbc,1391000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
59,muslim,mbc,1387000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
44,hindu,bc,1372000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
60,hindu,bc,1396000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
40,others,mbc,1802000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
29,hindu,mbc,853000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
47,hindu,bc,1680000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
26,hindu,mbc,525000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
25,others,bc,594000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
47,hindu,mbc,1929000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
51,christian,bc,1707000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
50,hindu,mbc,529000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,christian,bc,1532000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
35,muslim,bc,758000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
44,hindu,bc,939000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
47,others,mbc,1304000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
40,hindu,bc,1993000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
47,hindu,mbc,967000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
30,others,mbc,1542000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
59,christian,mbc,1672000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
57,muslim,mbc,1885000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
50,hindu,bc,1537000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
50,hindu,mbc,1194000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
52,christian,bc,547000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
36,christian,bc,781000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
45,others,mbc,1987000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
34,christian,bc,1936000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
54,muslim,mbc,1821000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
31,others,mbc,989000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
56,muslim,mbc,1008000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
59,hindu,bc,1881000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
28,hindu,bc,842000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
60,muslim,bc,839000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
48,christian,bc,1794000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
45,hindu,bc,1563000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
44,others,mbc,712000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
46,christian,bc,1310000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
60,christian,mbc,564000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
36,christian,bc,836000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
38,christian,bc,1838000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
29,muslim,mbc,537000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
32,hindu,mbc,1839000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
56,muslim,bc,1668000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
31,christian,mbc,1375000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
36,christian,bc,1494000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
25,others,mbc,1207000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
31,others,mbc,545000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
52,hindu,bc,1957000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
36,muslim,mbc,571000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
47,hindu,mbc,1058000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
31,hindu,bc,523000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
45,muslim,bc,1920000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
29,christian,mbc,1374000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
51,others,bc,1574000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
42,muslim,mbc,1281000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
35,hindu,bc,1037000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
36,christian,bc,1061000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
56,hindu,mbc,1410000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
48,others,mbc,1924000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
59,hindu,mbc,1299000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
30,others,bc,1205000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
55,muslim,mbc,636000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
54,muslim,mbc,1562000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
30,others,mbc,998000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
53,muslim,bc,1354000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
30,muslim,bc,972000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
57,others,bc,833000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
50,hindu,bc,600000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
42,others,bc,513000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
60,muslim,bc,1175000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
28,others,bc,1186000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
34,others,bc,1156000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
27,muslim,bc,1696000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
37,muslim,bc,1062000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
40,muslim,bc,932000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
59,christian,mbc,873000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
30,christian,bc,819000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
26,christian,bc,730000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
35,christian,bc,742000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
44,muslim,mbc,1258000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
31,muslim,bc,826000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
57,hindu,mbc,531000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
49,muslim,bc,1893000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
54,christian,mbc,775000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
46,christian,bc,1417000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
55,hindu,mbc,1168000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
33,christian,mbc,1164000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
37,hindu,bc,2000000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
